,created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,matching_rules,extended_entities,possibly_sensitive,extended_tweet,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink
0,Sun May 30 23:09:55 +0000 2021,1399141048824123392,1399141048824123392,"@thismighthelpED We're just finishing ours in Chiang Mai. Back in school today (for how long, who knows...)","[17, 107]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,1.3989811097743073e+18,1398981109774307328,7779482.0,7779482,thismighthelpED,"{'id': 514483406, 'id_str': '514483406', 'name': 'John Kenyon 🇹🇭🇬🇧🇹🇭🐶👍', 'screen_name': 'ashmrkenyon', 'location': 'Chiang Mai', 'url': None, 'description': 'Teacher, currently working in Chiang Mai, northern Thailand 👍🇹🇭👍 Google Certified Educator, Level 1. Nerd. Helping soi dogs 🐶', 'translator_type': 'none', 'derived': {'locations': [{'country': 'Thailand', 'country_code': 'TH', 'locality': 'Chiang Mai', 'region': 'Chiang Mai', 'full_name': 'Chiang Mai, Chiang Mai, Thailand', 'geo': {'coordinates': [98.98468, 18.79038], 'type': 'point'}}]}, 'protected': False, 'verified': False, 'followers_count': 981, 'friends_count': 1579, 'listed_count': 14, 'favourites_count': 5096, 'statuses_count': 3475, 'created_at': 'Sun Mar 04 16:00:01 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DCF1', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': True, 'profile_link_color': '19CF86', 'profile_sidebar_border_color': 'C0DCF1', 'profile_sidebar_fill_color': '1C1C1C', 'profile_text_color': '5C91B9', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1258195467973701632/JHHBfkPV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1258195467973701632/JHHBfkPV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/514483406/1588812153', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,0,0,0,1,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'thismighthelpED', 'name': '𝙆𝙚𝙣 𝙈𝙤𝙧𝙧𝙞𝙨𝙤𝙣', 'id': 7779482, 'id_str': '7779482', 'indices': [0, 16]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,,,,,,
1,Sun May 30 19:15:25 +0000 2021,1399082036061638659,1399082036061638659,still no friend in Chiang Mai but hey im a badass beach https://t.co/qXuVhnGhbP,"[0, 55]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,,,,,,"{'id': 1298919980008960010, 'id_str': '1298919980008960010', 'name': 'alonzo resurrection era', 'screen_name': 'alonzodeluxe', 'location': 'Chiang Mai, Thailand', 'url': None, 'description': 'i still hate people | asexual homoromantic', 'translator_type': 'none', 'derived': {'locations': [{'country': 'Thailand', 'country_code': 'TH', 'locality': 'Chiang Mai', 'region': 'Chiang Mai', 'full_name': 'Chiang Mai, Chiang Mai, Thailand', 'geo': {'coordinates': [98.98468, 18.79038], 'type': 'point'}}]}, 'protected': False, 'verified': False, 'followers_count': 173, 'friends_count': 173, 'listed_count': 0, 'favourites_count': 1462, 'statuses_count': 249, 'created_at': 'Thu Aug 27 09:47:23 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1407921001350848517/l-s51P8K_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1407921001350848517/l-s51P8K_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1298919980008960010/1624420965', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,0,0,0,3,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1399081978670972931, 'id_str': '1399081978670972931', 'indices': [56, 79], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1399081978670972931/pu/img/wE5xnibdPxDCPAFF.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1399081978670972931/pu/img/wE5xnibdPxDCPAFF.jpg', 'url': 'https://t.co/qXuVhnGhbP', 'display_url': 'pic.twitter.com/qXuVhnGhbP', 'expanded_url': 'https://twitter.com/alonzodeluxe/status/1399082036061638659/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 345, 'h': 680, 'resize': 'fit'}, 'large': {'w': 576, 'h': 1134, 'resize': 'fit'}, 'medium': {'w': 576, 'h': 1134, 'resize': 'fit'}}}]}",False,False,low,en,[{'tag': None}],"{'media': [{'id': 1399081978670972931, 'id_str': '1399081978670972931', 'indices': [56, 79], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1399081978670972931/pu/img/wE5xnibdPxDCPAFF.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1399081978670972931/pu/img/wE5xnibdPxDCPAFF.jpg', 'url': 'https://t.co/qXuVhnGhbP', 'display_url': 'pic.twitter.com/qXuVhnGhbP', 'expanded_url': 'https://twitter.com/alonzodeluxe/status/1399082036061638659/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [32, 63], 'duration_millis': 14867, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1399081978670972931/pu/vid/576x1134/pmYU5fHZS98jhmB_.mp4?tag=12'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1399081978670972931/pu/vid/320x630/Wkg0qn5XYgdFc01B.mp4?tag=12'}, {'bitrate': 950000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1399081978670972931/pu/vid/480x944/D-OnjKyD4WPfBxiw.mp4?tag=12'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1399081978670972931/pu/pl/QtPuU7WZ3RGZvNWu.m3u8?tag=12&container=fmp4'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 345, 'h': 680, 'resize': 'fit'}, 'large': {'w': 576, 'h': 1134, 'resize': 'fit'}, 'medium': {'w': 576, 'h': 1134, 'resize': 'fit'}}}]}",False,,,,,
2,Sun May 30 17:07:02 +0000 2021,1399049727744872453,1399049727744872453,"Railay Beach in Krabi, Thailand - A Great Escape from Smoke Season in Chiang Mai https://t.co/mD2RpqcdfP https://t.co/VXEb0Ve8bB","[0, 104]","<a href=""http://triberr.com"" rel=""nofollow"">Triberr</a>",False,,,,,,"{'id': 15448778, 'id_str': '15448778', 'name': 'Barbara Weibel', 'screen_name': 'holeinthedonut', 'location': 'Chiang Mai, Thailand', 'url': 'https://holeinthedonut.com', 'description': 'Ran away from corporate life to be a travel writer & photographer Connecting the world through storytelling. 7 continents & 100+ countries so far.', 'translator_type': 'none', 'derived': {'locations': [{'country': 'Thailand', 'country_code': 'TH', 'locality': 'Chiang Mai', 'region': 'Chiang Mai', 'full_name': 'Chiang Mai, Chiang Mai, Thailand', 'geo': {'coordinates': [98.98468, 18.79038], 'type': 'point'}}]}, 'protected': False, 'verified': False, 'followers_count': 27788, 'friends_count': 1049, 'listed_count': 1225, 'favourites_count': 38, 'statuses_count': 72729, 'created_at': 'Wed Jul 16 01:21:02 +0000 2008', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '020303', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'B02611', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '31C9D8', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299010847851741184/atfD6I0o_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299010847851741184/atfD6I0o_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15448778/1615812606', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/mD2RpqcdfP', 'expanded_url': 'http://trbr.io/dgmL3JL', 'display_url': 'trbr.io/dgmL3JL', 'unwound': {'url': 'https://holeinthedonut.com/2021/05/29/railay-beach-in-krabi-thailand/', 'status': 200, 'title': 'Railay Beach in Krabi, Thailand- A Great Escape from Smoke Season in Chiang Mai', 'description': 'Railay Beach in Krabi Province is among the most stunning beaches in Thailand, and is the perfect place for island hopping tours'}, 'indices': [81, 104]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1399049724360019970, 'id_str': '1399049724360019970', 'indices': [105, 128], 'media_url': 'http://pbs.twimg.com/media/E2psT9OWUAIRiLY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E2psT9OWUAIRiLY.jpg', 'url': 'https://t.co/VXEb0Ve8bB', 'display_url': 'pic.twitter.com/VXEb0Ve8bB', 'expanded_url': 'https://twitter.com/holeinthedonut/status/1399049727744872453/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 805, 'resize': 'fit'}, 'large': {'w': 1640, 'h': 1100, 'resize': 'fit'}, 'small': {'w': 680, 'h': 456, 'resize': 'fit'}}}]}",False,False,low,en,[{'tag': None}],"{'media': [{'id': 1399049724360019970, 'id_str': '1399049724360019970', 'indices': [105, 128], 'media_url': 'http://pbs.twimg.com/media/E2psT9OWUAIRiLY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E2psT9OWUAIRiLY.jpg', 'url': 'https://t.co/VXEb0Ve8bB', 'display_url': 'pic.twitter.com/VXEb0Ve8bB', 'expanded_url': 'https://twitter.com/holeinthedonut/status/1399049727744872453/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 805, 'resize': 'fit'}, 'large': {'w': 1640, 'h': 1100, 'resize': 'fit'}, 'small': {'w': 680, 'h': 456, 'resize': 'fit'}}}]}",False,,,,,
3,Sun May 30 17:05:35 +0000 2021,1399049361137545217,1399049361137545217,"@holgerkopp Es wird immer verrückter alles, ein weiteres Bsp..
Todesfälle:Stand:30. Mai
Singapur: 32 (6 Mio.)
Vietn… https://t.co/EZZOEGufGD","[12, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,1.3990478159684772e+18,1399047815968477187,1.3643217484187238e+18,1364321748418723843,holgerkopp,"{'id': 1378663531248160769, 'id_str': '1378663531248160769', 'name': 'Matze G.', 'screen_name': 'MatzeG13', 'location': 'Chiang Mai', 'url': None, 'description': 'Leben und am Leben lassen...\nNicht Reden...MACHEN !!!', 'translator_type': 'none', 'derived': {'locations': [{'country': 'Thailand', 'country_code': 'TH', 'locality': 'Chiang Mai', 'region': 'Chiang Mai', 'full_name': 'Chiang Mai, Chiang Mai, Thailand', 'geo': {'coordinates': [98.98468, 18.79038], 'type': 'point'}}]}, 'protected': False, 'verified': False, 'followers_count': 560, 'friends_count': 1066, 'listed_count': 2, 'favourites_count': 22351, 'statuses_count': 6882, 'created_at': 'Sun Apr 04 10:59:50 +0000 2021', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1406247177765093376/8DpBoQBe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1406247177765093376/8DpBoQBe_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1378663531248160769/1623655965', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/EZZOEGufGD', 'expanded_url': 'https://twitter.com/i/web/status/1399049361137545217', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'holgerkopp', 'name': 'Holger Kopp', 'id': 1364321748418723843, 'id_str': '1364321748418723843', 'indices': [0, 11]}], 'symbols': []}",False,False,low,de,[{'tag': None}],,,"{'full_text': '@holgerkopp Es wird immer verrückter alles, ein weiteres Bsp..\nTodesfälle:Stand:30. Mai\nSingapur: 32 (6 Mio.)\nVietnam: 47 (97 Mio.)\nThailand: 988 (70 Mio.)\nMalaysia: 2650 ( 32 Mio.)\nDeutschland:88 413 (83 Mio.)\nWie kommt Karl L. nun auf die Idee, ausser Panikmache für eigene Zwecke?', 'display_text_range': [12, 283], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'holgerkopp', 'name': 'Holger Kopp', 'id': 1364321748418723843, 'id_str': '1364321748418723843', 'indices': [0, 11]}], 'symbols': []}}",,,,
4,Sun May 30 13:52:51 +0000 2021,1399000857904095238,1399000857904095238,ครัวคนอ้วน ๓๐.๐๕.๖๔ ยำเกี๊ยวกรอบ ที่ซื้อเกี๊ยวมาจากร้านตูบน้อย แต่ทิ้งไว้ข้ามวันข้ามคืนก็ยังกรอบอยู่ เพิ่มเติมเครื่… https://t.co/QqFjPncD3c,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",True,,,,,,"{'id': 19016254, 'id_str': '19016254', 'name': 'iamgolf', 'screen_name': 'iamgolf', 'location': 'Chiang Mai, Thailand', 'url': 'http://www.facebook.com/pattarapongs', 'description': 'CONSUMER INSIGHT SPECIALIST ❤', 'translator_type': 'none', 'derived': {'locations': [{'country': 'Thailand', 'country_code': 'TH', 'region': 'Chiang Mai', 'full_name': 'Chiang Mai, Thailand', 'geo': {'coordinates': [99.0, 18.75], 'type': 'point'}}]}, 'protected': False, 'verified': False, 'followers_count': 49, 'friends_count': 85, 'listed_count': 0, 'favourites_count': 33, 'statuses_count': 5953, 'created_at': 'Thu Jan 15 09:19:31 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/933429316771123200/nqiypptU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/933429316771123200/nqiypptU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19016254/1549898416', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}","{'type': 'Point', 'coordinates': [18.7903, 98.9817]}","{'type': 'Point', 'coordinates': [98.9817, 18.7903]}","{'id': '00a490340cc406c5', 'url': 'https://api.twitter.com/1.1/geo/id/00a490340cc406c5.json', 'place_type': 'city', 'name': 'Chiang Mai', 'full_name': 'Chiang Mai, Thailand', 'country_code': 'TH', 'country': 'Thailand', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[98.940362, 18.740612], [98.940362, 18.842828], [98.99746, 18.842828], [98.99746, 18.740612]]]}, 'attributes': {}}",,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/QqFjPncD3c', 'expanded_url': 'https://twitter.com/i/web/status/1399000857904095238', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,th,[{'tag': None}],,False,"{'full_text': 'ครัวคนอ้วน ๓๐.๐๕.๖๔ ยำเกี๊ยวกรอบ ที่ซื้อเกี๊ยวมาจากร้านตูบน้อย แต่ทิ้งไว้ข้ามวันข้ามคืนก็ยังกรอบอยู่ เพิ่มเติมเครื่องคือแน่นนนนน  💛❤💚 @ Chiang Mai, Thailand https://t.co/A10yGJ6WQy', 'display_text_range': [0, 180], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/A10yGJ6WQy', 'expanded_url': 'https://www.instagram.com/p/CPf9yusHRtL/?utm_medium=twitter', 'display_url': 'instagram.com/p/CPf9yusHRtL/…', 'unwound': {'url': 'https://www.instagram.com/p/CPf9yusHRtL/?utm_medium=twitter', 'status': 200, 'title': 'Pattarapong Sukkasem on Instagram: “ครัวคนอ้วน ๓๐.๐๕.๖๔ ยำเกี๊ยวกรอบ ที่ซื้อเกี๊ยวมาจากร้านตูบน้อย แต่ทิ้งไว้ข้ามวันข้ามคืนก็ยังกรอบอยู่ เพิ่มเติมเครื่องคือแน่นนนนน 💛❤💚”', 'description': '0 Likes, 0 Comments - Pattarapong Sukkasem (@golfstagram) on Instagram: “ครัวคนอ้วน ๓๐.๐๕.๖๔ ยำเกี๊ยวกรอบ ที่ซื้อเกี๊ยวมาจากร้านตูบน้อย…”'}, 'indices': [157, 180]}], 'user_mentions': [], 'symbols': []}}",,,,
5,Sun May 30 12:47:41 +0000 2021,1398984460511678464,1398984460511678464,"ก็คือตอนนี้เราเป็นแค่เพื่อนกัน?? @ Chiang Mai, Thailand https://t.co/ajBx7LedPy",,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",False,,,,,,"{'id': 61828901, 'id_str': '61828901', 'name': 'jakkrit udtima', 'screen_name': 'caramelman25', 'location': 'เชียงใหม่', 'url': 'https://www.facebook.com/caramelman', 'description': None, 'translator_type': 'none', 'derived': {'locations': [{'country': 'Thailand', 'country_code': 'TH', 'locality': 'Chiang Mai', 'region': 'Chiang Mai', 'full_name': 'Chiang Mai, Chiang Mai, Thailand', 'geo': {'coordinates': [98.98468, 18.79038], 'type': 'point'}}]}, 'protected': False, 'verified': False, 'followers_count': 133, 'friends_count': 375, 'listed_count': 1, 'favourites_count': 422, 'statuses_count': 3355, 'created_at': 'Fri Jul 31 17:50:14 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1166720510618550274/KTpsUABU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1166720510618550274/KTpsUABU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/61828901/1397757694', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}","{'type': 'Point', 'coordinates': [18.7903, 98.9817]}","{'type': 'Point', 'coordinates': [98.9817, 18.7903]}","{'id': '00a490340cc406c5', 'url': 'https://api.twitter.com/1.1/geo/id/00a490340cc406c5.json', 'place_type': 'city', 'name': 'Chiang Mai', 'full_name': 'Chiang Mai, Thailand', 'country_code': 'TH', 'country': 'Thailand', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[98.940362, 18.740612], [98.940362, 18.842828], [98.99746, 18.842828], [98.99746, 18.740612]]]}, 'attributes': {}}",,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ajBx7LedPy', 'expanded_url': 'https://www.instagram.com/p/CPf2ViOH-vtS94eiS7PWxfVjssGcDqpstvaTP00/?utm_medium=twitter', 'display_url': 'instagram.com/p/CPf2ViOH-vtS…', 'unwound': {'url': 'https://www.instagram.com/champoo25/', 'status': 200, 'title': 'Love Me Like You Do ?? (@champoo25) • Instagram photos and videos', 'description': '1,044 Followers, 2,459 Following, 3,309 Posts - See Instagram photos and videos from Love Me Like You Do ?? (@champoo25)'}, 'indices': [56, 79]}], 'user_mentions': [], 'symbols': []}",False,False,low,th,[{'tag': None}],,False,,,,,
6,Sun May 30 12:33:24 +0000 2021,1398980863057072129,1398980863057072129,"I'm at Kad Suan Kaew in Mueang Chiang Mai, Chiang Mai https://t.co/302n6gQpf4",,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",False,,,,,,"{'id': 203852004, 'id_str': '203852004', 'name': 'หมีหัวหมุด®', 'screen_name': 'iamrealcuno', 'location': 'อ.เมืองเชียงใหม่, จ.เชียงใหม่', 'url': None, 'description': 'TH • ชอบบรรยากาศชิลๆ • ครั้งนึงในชีวิตต้องไปดูแสงเหนือที่ไอซ์แลนด์ • #Lighthouse', 'translator_type': 'none', 'derived': {'locations': [{'country': 'Thailand', 'country_code': 'TH', 'locality': 'Chiang Mai', 'region': 'Chiang Mai', 'full_name': 'Chiang Mai, Chiang Mai, Thailand', 'geo': {'coordinates': [98.98468, 18.79038], 'type': 'point'}}]}, 'protected': False, 'verified': False, 'followers_count': 450, 'friends_count': 532, 'listed_count': 9, 'favourites_count': 545, 'statuses_count': 136485, 'created_at': 'Sun Oct 17 09:32:11 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '7FDBB6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '829D5E', 'profile_sidebar_fill_color': '99CC33', 'profile_text_color': '3E4415', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1112763103647686658/reINAs7d_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1112763103647686658/reINAs7d_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/203852004/1618285483', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}","{'type': 'Point', 'coordinates': [18.79622528, 98.97571496]}","{'type': 'Point', 'coordinates': [98.97571496, 18.79622528]}","{'id': '00a490340cc406c5', 'url': 'https://api.twitter.com/1.1/geo/id/00a490340cc406c5.json', 'place_type': 'city', 'name': 'Chiang Mai', 'full_name': 'Chiang Mai, Thailand', 'country_code': 'TH', 'country': 'Thailand', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[98.940362, 18.740612], [98.940362, 18.842828], [98.99746, 18.842828], [98.99746, 18.740612]]]}, 'attributes': {}}",,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/302n6gQpf4', 'expanded_url': 'https://www.swarmapp.com/c/9gPFZTi364v', 'display_url': 'swarmapp.com/c/9gPFZTi364v', 'unwound': {'url': 'https://www.swarmapp.com/c/9gPFZTi364v', 'status': 200, 'title': 'Panuwat | Kad Suan Kaew', 'description': 'Get out. Explore. Download Swarm and live your life more checked in.'}, 'indices': [54, 77]}], 'user_mentions': [], 'symbols': []}",False,False,low,tl,[{'tag': None}],,False,,,,,
